frame_id,season,weather,lighting,human_detected,human_distance,thermal_confirmed,radar_activity,motion_ratio,point_count,moving_points,max_velocity,mean_velocity
013342,Summer,Indoor,Day,True,1.485,True,True,0.9375,32,30,0.8209887146949768,0.47463410533964634
013352,Summer,Indoor,Day,True,0.675,True,True,0.8888888888888888,18,16,0.8209887146949768,0.5815336778759956
013362,Summer,Indoor,Day,False,,False,True,0.8461538461538461,26,22,0.8209887146949768,0.473647341132164
013372,Summer,Indoor,Day,False,,False,True,0.8888888888888888,9,8,0.2052471786737442,0.18244193659888375
013382,Summer,Indoor,Day,True,0.305,True,True,0.23529411764705882,17,4,0.6157415509223938,0.10866027281564825
013392,Summer,Indoor,Day,True,0.39,True,True,0.2727272727272727,11,3,1.0262359380722044,0.2239060185172341
013402,Summer,Indoor,Day,True,1.69,True,True,0.8666666666666667,30,26,0.8209887146949768,0.348920206228892
013412,Summer,Indoor,Day,True,1.48,True,True,0.875,8,7,0.4104943573474884,0.35918256267905235
013422,Summer,Indoor,Day,True,0.385,True,True,0.9333333333333333,15,14,0.6157415509223938,0.42417750755945843
013432,Summer,Indoor,Day,False,,False,True,0.88,25,22,1.0262359380722044,0.5993217766284943
013442,Summer,Indoor,Day,True,1.895,True,True,0.9411764705882353,17,16,1.0262359380722044,0.5915948126245948
013452,Summer,Indoor,Day,True,0.945,True,True,0.8947368421052632,19,17,1.0262359380722044,0.5185191992082094
013462,Summer,Indoor,Day,True,0.325,True,True,0.9047619047619048,21,19,0.6157415509223938,0.4789100927965982
013472,Summer,Indoor,Day,True,0.435,True,True,0.2857142857142857,14,4,0.8209887146949768,0.17592615527766092
013482,Summer,Indoor,Day,True,1.595,True,True,0.08333333333333333,12,1,0.6157415509223938,0.051311795910199486
013492,Summer,Indoor,Day,True,2.67,True,True,0.95,20,19,0.8209887146949768,0.287346051633358
013502,Summer,Indoor,Day,True,2.31,True,True,0.8461538461538461,13,11,0.8209887146949768,0.31576489026729876
013512,Summer,Indoor,Day,True,1.06,True,True,0.8571428571428571,14,12,0.4104943573474884,0.1905866659113339
013522,Summer,Indoor,Day,True,0.23,True,True,0.9047619047619048,21,19,1.0262359380722044,0.28343658220200313
013532,Summer,Indoor,Day,True,1.38,True,True,0.9444444444444444,18,17,0.8209887146949768,0.28506552593575585
013542,Summer,Indoor,Day,True,1.51,True,True,0.9230769230769231,13,12,0.4104943573474884,0.3315531347806637
013552,Summer,Indoor,Day,True,0.79,True,True,0.9090909090909091,11,10,0.6157415509223938,0.33585902371189813
013562,Summer,Indoor,Day,True,1.2,True,True,0.9166666666666666,24,22,1.0262359380722044,0.5131179553767046
013572,Summer,Indoor,Day,True,2.75,True,True,0.875,16,14,1.0262359380722044,0.5516018029302359
013582,Summer,Indoor,Day,True,3.56,True,True,0.9,20,18,1.0262359380722044,0.6670533485710621
013592,Summer,Indoor,Day,True,4.71,True,True,0.8333333333333334,24,20,1.0262359380722044,0.5644297463198503
013602,Summer,Indoor,Day,True,5.83,True,True,0.8947368421052632,19,17,1.0262359380722044,0.604939059207314
013722,Summer,Indoor,Day,True,1.175,True,True,0.8571428571428571,21,18,1.0262359380722044,0.5277784729287738
013732,Summer,Indoor,Day,True,1.175,True,False,0.0,9,0,0.0,0.0
013742,Summer,Indoor,Day,True,1.335,True,False,0.0,10,0,0.0,0.0
013752,Summer,Indoor,Day,True,1.495,True,True,0.09090909090909091,11,1,0.6157415509223938,0.055976504629308525
013762,Summer,Indoor,Day,True,1.645,True,True,0.45,20,9,0.8209887146949768,0.29760841429233553
013772,Summer,Indoor,Day,True,2.835,True,True,0.8235294117647058,17,14,1.0262359380722044,0.3018340906676124
013782,Summer,Indoor,Day,True,3.745,True,True,0.8823529411764706,17,15,1.0262359380722044,0.37427426962291493
013792,Summer,Indoor,Day,False,,False,True,0.9375,16,15,1.0262359380722044,0.5002900008112192
013802,Summer,Indoor,Day,False,,False,True,0.9166666666666666,12,11,0.6157415509223938,0.3933904307583968
013812,Summer,Indoor,Day,True,3.745,True,True,0.8636363636363636,22,19,0.8209887146949768,0.5131179534576156
013822,Summer,Indoor,Day,True,1.235,True,True,0.9333333333333333,30,28,1.0262359380722044,0.6978404194116592
013832,Summer,Indoor,Day,True,0.075,True,True,0.8421052631578947,19,16,0.8209887146949768,0.4104943628373899
013842,Summer,Indoor,Day,True,0.425,True,False,0.0,15,0,0.0,0.0
013852,Summer,Indoor,Day,True,0.775,True,True,0.4375,16,7,1.0262359380722044,0.2822148771956563
013862,Summer,Indoor,Day,True,1.855,True,True,0.2857142857142857,21,6,1.0262359380722044,0.16615248223145804
013872,Summer,Indoor,Day,True,1.785,True,True,0.45,20,9,1.0262359380722044,0.3797072887420654
013882,Summer,Indoor,Day,True,0.355,True,True,0.7777777777777778,18,14,0.8209887146949768,0.21664979971117443
013892,Summer,Indoor,Day,True,1.865,True,False,0.0,12,0,0.0,0.0
013902,Summer,Indoor,Day,True,3.425,True,True,0.21428571428571427,14,3,0.8209887146949768,0.14660512975284032
013912,Summer,Indoor,Day,True,1.585,True,True,0.92,25,23,0.8209887146949768,0.41049435853958127
013922,Summer,Indoor,Day,True,1.125,True,True,0.8333333333333334,18,15,1.0262359380722044,0.38768911941183937
013932,Summer,Indoor,Day,True,0.145,True,True,0.88,25,22,1.0262359380722044,0.44333391487598417
013942,Summer,Indoor,Day,True,1.375,True,True,0.23076923076923078,13,3,0.8209887146949768,0.12630595725316268
013952,Summer,Indoor,Day,True,1.515,True,False,0.0,11,0,0.0,0.0
013962,Summer,Indoor,Day,True,1.59,True,True,0.5217391304347826,23,12,1.0262359380722044,0.28556129660295404
013972,Summer,Indoor,Day,True,2.275,True,True,0.7142857142857143,14,10,0.8209887146949768,0.2199076914361545
013982,Summer,Indoor,Day,True,1.715,True,True,0.08333333333333333,12,1,0.2052471786737442,0.01710393155614535
013992,Summer,Indoor,Day,True,1.27,True,True,0.7857142857142857,14,11,1.0262359380722044,0.35185231055532185
014002,Summer,Indoor,Day,True,2.225,True,True,0.85,20,17,0.6157415509223938,0.4002320058643818
014012,Summer,Indoor,Day,True,3.715,True,True,0.8947368421052632,19,17,1.0262359380722044,0.4537042991111153
014022,Summer,Indoor,Day,True,2.115,True,True,0.8,15,12,1.0262359380722044,0.3831280718247096
014032,Summer,Indoor,Day,False,,False,True,0.8571428571428571,14,12,0.8209887146949768,0.3371917935354369
014042,Summer,Indoor,Day,True,0.43,True,True,0.23076923076923078,13,3,0.6157415509223938,0.12630595839940584
014052,Summer,Indoor,Day,True,0.6,True,True,0.29411764705882354,17,5,0.8209887146949768,0.16902708919609294
014062,Summer,Indoor,Day,True,0.1,True,True,0.6428571428571429,28,18,1.0262359380722044,0.41782462117927416
014072,Summer,Indoor,Day,True,0.445,True,True,0.9473684210526315,19,18,0.6157415509223938,0.2916670449470219
014082,Summer,Indoor,Day,False,,False,True,0.9285714285714286,14,13,0.6157415509223938,0.30787077120372225
014092,Summer,Indoor,Day,False,,False,True,0.8,15,12,0.4104943573474884,0.2873460501432419
014102,Summer,Indoor,Day,False,,False,True,0.9473684210526315,19,18,0.8209887146949768,0.378086908083213
014112,Summer,Indoor,Day,False,,False,False,0.0,10,0,0.0,0.0
014122,Summer,Indoor,Day,True,1.4,True,True,0.25,8,2,0.2052471786737442,0.05131179466843605
014132,Summer,Indoor,Day,True,1.19,True,True,0.9230769230769231,13,12,0.4104943573474884,0.29997664575393385
014142,Summer,Indoor,Day,True,2.86,True,True,0.8461538461538461,13,11,0.6157415509223938,0.23682366884671724
014152,Summer,Indoor,Day,True,2.57,True,True,0.875,16,14,0.8209887146949768,0.34635461401194334
014162,Summer,Indoor,Day,True,1.93,True,True,0.7692307692307693,13,10,0.4104943573474884,0.18945893416037926
014172,Summer,Indoor,Day,True,2.4,True,True,0.8888888888888888,9,8,0.4104943573474884,0.2964681469731861
014182,Summer,Indoor,Day,True,1.365,True,False,0.0,10,0,0.0,0.0
014192,Summer,Indoor,Day,True,1.335,True,False,0.0,10,0,0.0,0.0
014202,Summer,Indoor,Day,True,1.315,True,False,0.0,10,0,0.0,0.0
014212,Summer,Indoor,Day,True,1.285,True,False,0.0,10,0,0.0,0.0
014222,Summer,Indoor,Day,True,1.265,True,False,0.0,9,0,0.0,0.0
014232,Summer,Indoor,Day,True,1.235,True,True,0.1,10,1,1.0262359380722044,0.10262359380722044
014242,Summer,Indoor,Day,True,0.715,True,True,0.8333333333333334,12,10,1.0262359380722044,0.3078707717359066
014252,Summer,Indoor,Day,True,0.635,True,True,0.5,4,2,0.2052471786737442,0.1026235893368721
014262,Summer,Indoor,Day,True,0.565,True,False,0.0,6,0,0.0,0.0
014272,Summer,Indoor,Day,True,0.485,True,True,0.4,10,4,0.8209887146949768,0.2873460531234741
014282,Summer,Indoor,Day,True,0.415,True,True,0.1,10,1,0.4104943573474884,0.04104943573474884
014292,Summer,Indoor,Day,True,0.335,True,True,0.8333333333333334,6,5,0.2052471786737442,0.1710393155614535
014302,Summer,Indoor,Day,True,0.255,True,True,0.8,10,8,0.2052471786737442,0.16419774293899536
014312,Summer,Indoor,Day,True,0.53,True,True,0.9090909090909091,11,10,0.6157415509223938,0.2425648488781669
014322,Summer,Indoor,Day,True,0.21,True,False,0.0,11,0,0.0,0.0
014332,Summer,Indoor,Day,True,0.21,True,False,0.0,14,0,0.0,0.0
014562,Summer,Indoor,Day,True,1.125,True,True,0.14285714285714285,14,2,0.6157415509223938,0.08796307870319911
014572,Summer,Indoor,Day,True,1.365,True,False,0.0,12,0,0.0,0.0
014582,Summer,Indoor,Day,True,1.045,True,True,0.6666666666666666,15,10,0.4104943573474884,0.16419774293899536
014592,Summer,Indoor,Day,True,0.835,True,True,0.9411764705882353,17,16,0.2052471786737442,0.19317381522234747
014602,Summer,Indoor,Day,True,0.515,True,True,0.8421052631578947,19,16,0.4104943573474884,0.21604966176183601
014612,Summer,Indoor,Day,True,0.315,True,True,0.8421052631578947,19,16,0.8209887146949768,0.30246952725084203
014692,Summer,Indoor,Day,True,1.565,True,True,0.875,16,14,0.8209887146949768,0.35918256267905235
014702,Summer,Indoor,Day,True,1.655,True,True,0.9375,16,15,0.2052471786737442,0.1924192300066352
014712,Summer,Indoor,Day,True,0.985,True,True,0.9230769230769231,13,12,0.8209887146949768,0.3789178683207585
014722,Summer,Indoor,Day,True,0.375,True,True,0.9230769230769231,13,12,0.4104943573474884,0.2841884012405689
014732,Summer,Indoor,Day,True,0.155,True,True,0.8571428571428571,14,12,0.4104943573474884,0.2638892297233854
014742,Summer,Indoor,Day,True,0.415,True,True,0.9411764705882353,17,16,1.0262359380722044,0.44671445296091195
014752,Summer,Indoor,Day,True,0.935,True,True,0.95,20,19,1.0262359380722044,0.37970728501677514
014762,Summer,Indoor,Day,True,1.05,True,True,0.9411764705882353,17,16,0.8209887146949768,0.36220090529497934
014772,Summer,Indoor,Day,True,0.43,True,True,0.9090909090909091,11,10,0.4104943573474884,0.26122368194840173
014782,Summer,Indoor,Day,True,0.22,True,True,0.8461538461538461,13,11,0.4104943573474884,0.26840015672720396
014792,Summer,Indoor,Day,True,0.58,True,True,0.1111111111111111,9,1,0.6157415509223938,0.06841572788026598
014802,Summer,Indoor,Day,True,0.15,True,True,0.9230769230769231,13,12,0.6157415509223938,0.2684001578734471
014812,Summer,Indoor,Day,True,0.15,True,True,0.9285714285714286,14,13,0.2052471786737442,0.1905866659113339
014822,Summer,Indoor,Day,True,0.15,True,True,0.8823529411764706,17,15,1.0262359380722044,0.37427426962291493
014832,Summer,Indoor,Day,True,0.15,True,True,0.8888888888888888,18,16,0.8209887146949768,0.28506552676359814
014842,Summer,Indoor,Day,True,2.165,True,True,0.7777777777777778,9,7,0.6157415509223938,0.2052471803294288
014852,Summer,Indoor,Day,True,2.195,True,True,0.9,10,9,0.2052471786737442,0.18472246080636978
014862,Summer,Indoor,Day,True,1.945,True,True,0.8181818181818182,11,9,0.8209887146949768,0.22390601309863004
014872,Summer,Indoor,Day,True,1.225,True,True,0.8461538461538461,13,11,0.4104943573474884,0.18945893416037926
014882,Summer,Indoor,Day,True,0.905,True,True,0.8333333333333334,12,10,0.6157415509223938,0.2736629086236159
014892,Summer,Indoor,Day,True,0.555,True,True,0.9444444444444444,18,17,0.8209887146949768,0.26226028468873763
014902,Summer,Indoor,Day,True,0.275,True,True,0.9411764705882353,17,16,1.0262359380722044,0.2897607254631379
014912,Summer,Indoor,Day,True,0.125,True,True,0.8,10,8,0.6157415509223938,0.20524718016386032
014922,Summer,Indoor,Day,True,0.455,True,True,0.7,10,7,0.6157415509223938,0.1847224622964859
014932,Summer,Indoor,Day,True,1.015,True,True,0.6470588235294118,17,11,0.8209887146949768,0.25354063335586996
014942,Summer,Indoor,Day,True,1.365,True,True,0.8,15,12,1.0262359380722044,0.30102919936180117
014952,Summer,Indoor,Day,True,0.775,True,True,0.8333333333333334,18,15,0.8209887146949768,0.33067601091331905
014962,Summer,Indoor,Day,False,,False,True,0.8695652173913043,23,20,1.0262359380722044,0.40157057085762854
014972,Summer,Indoor,Day,False,,False,True,0.88,25,22,0.8209887146949768,0.5090130072832107
014982,Summer,Indoor,Day,False,,False,True,0.7777777777777778,18,14,1.0262359380722044,0.43329960190587574
014992,Summer,Indoor,Day,False,,False,True,0.8461538461538461,26,22,1.0262359380722044,0.465753222314211
015002,Summer,Indoor,Day,True,0.685,True,True,0.5294117647058824,17,9,0.6157415509223938,0.16902709007263184
015012,Summer,Indoor,Day,False,,False,False,0.0,8,0,0.0,0.0
015022,Summer,Indoor,Day,True,1.465,True,True,0.35,20,7,0.6157415509223938,0.16419774517416955
015032,Summer,Indoor,Day,True,1.33,True,True,0.5,18,9,0.6157415509223938,0.2508576669626766
015042,Summer,Indoor,Day,True,1.91,True,True,0.7777777777777778,27,21,1.0262359380722044,0.4789100924023875
015052,Summer,Indoor,Day,True,2.56,True,True,0.9285714285714286,28,26,0.8209887146949768,0.3885035903326103
015062,Summer,Indoor,Day,True,2.775,True,True,0.875,24,21,0.8209887146949768,0.33352666596571606
015072,Summer,Indoor,Day,True,1.635,True,True,0.88,25,22,1.0262359380722044,0.4597536879777908
015222,Summer,Indoor,Day,True,1.365,True,True,0.8636363636363636,22,19,0.8209887146949768,0.27988251772793854
015232,Summer,Indoor,Day,True,1.725,True,True,0.92,25,23,0.8209887146949768,0.369444922208786
015242,Summer,Indoor,Day,True,1.865,True,True,0.9411764705882353,17,16,0.4104943573474884,0.3139074497363147
015252,Summer,Indoor,Day,True,2.385,True,True,0.8666666666666667,15,13,0.4104943573474884,0.23261346916357675
015262,Summer,Indoor,Day,True,2.485,True,True,0.9230769230769231,13,12,0.4104943573474884,0.2841884012405689
015272,Summer,Indoor,Day,True,1.925,True,True,0.8666666666666667,15,13,0.6157415509223938,0.24629661540190378
015282,Summer,Indoor,Day,True,1.045,True,True,0.9375,16,15,1.0262359380722044,0.4746341072022915
015292,Summer,Indoor,Day,True,4.655,True,True,0.7777777777777778,18,14,0.6157415509223938,0.29646814780102837
015302,Summer,Indoor,Day,True,4.555,True,True,0.8571428571428571,14,12,0.6157415509223938,0.3371917945998056
015312,Summer,Indoor,Day,True,0.28,True,True,0.92,25,23,0.8209887146949768,0.2873460507392883
015322,Summer,Indoor,Day,True,1.29,True,True,0.9090909090909091,11,10,0.8209887146949768,0.31720018657771026
015332,Summer,Indoor,Day,True,1.56,True,True,0.7692307692307693,13,10,1.0262359380722044,0.3315531416581227
015342,Summer,Indoor,Day,True,1.82,True,True,0.85,20,17,0.8209887146949768,0.2976084090769291
015352,Summer,Indoor,Day,True,1.65,True,True,0.8,10,8,0.4104943573474884,0.24629661440849304
015362,Summer,Indoor,Day,True,1.35,True,True,0.8,5,4,0.4104943573474884,0.2052471786737442
015372,Summer,Indoor,Day,True,0.97,True,True,0.7,10,7,0.4104943573474884,0.2052471786737442
015382,Summer,Indoor,Day,True,0.93,True,True,0.6923076923076923,13,9,1.0262359380722044,0.31576489485227144
015392,Summer,Indoor,Day,True,0.76,True,True,0.8333333333333334,12,10,0.6157415509223938,0.3078707692523797
015602,Summer,Indoor,Day,True,4.35,True,True,0.9230769230769231,13,12,1.0262359380722044,0.45785909776504224
015612,Summer,Indoor,Day,True,3.74,True,True,0.8666666666666667,15,13,1.0262359380722044,0.36944492558638253
015622,Summer,Indoor,Day,True,3.02,True,True,0.9285714285714286,14,13,1.0262359380722044,0.42515487862484796
015632,Summer,Indoor,Day,True,2.37,True,True,0.8333333333333334,18,15,1.0262359380722044,0.3648838773369789
015642,Summer,Indoor,Day,True,1.76,True,True,0.8823529411764706,17,15,1.0262359380722044,0.5070812763536677
015652,Summer,Indoor,Day,True,0.98,True,True,0.8571428571428571,14,12,0.4104943573474884,0.3371917935354369
015752,Summer,Indoor,Day,True,1.245,True,True,0.875,24,21,0.6157415509223938,0.4361502608905236
015762,Summer,Indoor,Day,True,1.415,True,True,0.9230769230769231,26,24,0.8209887146949768,0.5210120735260156
015772,Summer,Indoor,Day,True,1.415,True,True,0.8571428571428571,28,24,0.8209887146949768,0.49845743817942484
015782,Summer,Indoor,Day,True,1.665,True,True,0.92,25,23,0.8209887146949768,0.4843833458423614
015792,Summer,Indoor,Day,True,1.665,True,True,0.782608695652174,23,18,0.8209887146949768,0.4997322637101878
015802,Summer,Indoor,Day,True,1.49,True,True,0.9230769230769231,13,12,1.0262359380722044,0.6631062856087317
015812,Summer,Indoor,Day,True,1.81,True,True,0.3,20,6,1.0262359380722044,0.2770837008953094
015822,Summer,Indoor,Day,True,0.48,True,True,0.4090909090909091,22,9,1.0262359380722044,0.3451884443109685
015832,Summer,Indoor,Day,False,,False,True,0.29411764705882354,17,5,0.4104943573474884,0.12073363451396718
015842,Summer,Indoor,Day,True,0.77,True,True,0.2857142857142857,14,4,0.6157415509223938,0.14660512975284032
015852,Summer,Indoor,Day,True,1.22,True,True,0.9130434782608695,23,21,1.0262359380722044,0.5532750163389288
015892,Summer,Indoor,Day,True,2.06,True,True,0.875,24,21,0.8209887146949768,0.5216699174294869
015902,Summer,Indoor,Day,False,,False,True,0.8888888888888888,18,16,1.0262359380722044,0.6157415442996554
015912,Summer,Indoor,Day,False,,False,True,0.8125,16,13,0.8209887146949768,0.38483846466988325
015922,Summer,Indoor,Day,True,0.41,True,True,0.9565217391304348,23,22,1.0262359380722044,0.5086560605660729
015932,Summer,Indoor,Day,False,,False,True,0.8461538461538461,13,11,0.6157415509223938,0.4736473457171367
015942,Summer,Indoor,Day,False,,False,True,0.4166666666666667,12,5,0.6157415509223938,0.17103931680321693
015952,Summer,Indoor,Day,True,1.33,True,True,0.7,20,14,1.0262359380722044,0.4310190834105015
015962,Summer,Indoor,Day,True,1.55,True,True,0.5,14,7,1.0262359380722044,0.43981538925852093
015972,Summer,Indoor,Day,True,2.04,True,True,0.3333333333333333,12,4,0.4104943573474884,0.08551965778072675
015982,Summer,Indoor,Day,True,2.49,True,True,0.2,10,2,0.8209887146949768,0.14367302656173705
015992,Summer,Indoor,Day,True,0.85,True,True,0.3333333333333333,12,4,0.8209887146949768,0.22235111147165298
016002,Summer,Indoor,Day,True,2.06,True,False,0.0,7,0,0.0,0.0
016012,Summer,Indoor,Day,True,1.03,True,False,0.0,9,0,0.0,0.0
016022,Summer,Indoor,Day,True,1.03,True,False,0.0,8,0,0.0,0.0
016032,Summer,Indoor,Day,True,0.83,True,False,0.0,8,0,0.0,0.0
016042,Summer,Indoor,Day,True,1.46,True,True,0.2857142857142857,7,2,0.6157415509223938,0.17592615740639822
016052,Summer,Indoor,Day,True,0.485,True,True,0.36363636363636365,11,4,1.0262359380722044,0.29854136163538153
016062,Summer,Indoor,Day,True,1.485,True,True,0.5384615384615384,13,7,0.8209887146949768,0.4262826030070965
016072,Summer,Indoor,Day,True,1.5,True,False,0.0,5,0,0.0,0.0
016082,Summer,Indoor,Day,True,1.46,True,False,0.0,4,0,0.0,0.0
016092,Summer,Indoor,Day,True,1.41,True,False,0.0,9,0,0.0,0.0
016102,Summer,Indoor,Day,True,0.93,True,False,0.0,8,0,0.0,0.0
016112,Summer,Indoor,Day,True,0.82,True,False,0.0,14,0,0.0,0.0
016122,Summer,Indoor,Day,True,0.3,True,True,0.8333333333333334,12,10,1.0262359380722044,0.35918257012963295
016132,Summer,Indoor,Day,True,1.75,True,True,0.9090909090909091,11,10,0.8209887146949768,0.24256484752351587
016142,Summer,Indoor,Day,True,1.21,True,True,0.9166666666666666,12,11,0.4104943573474884,0.2052471786737442
016152,Summer,Indoor,Day,True,0.64,True,True,0.8333333333333334,18,15,0.6157415509223938,0.21664980053901672
016162,Summer,Indoor,Day,True,0.19,True,True,0.8666666666666667,15,13,0.8209887146949768,0.2599797596534093
016172,Summer,Indoor,Day,True,0.46,True,True,0.8571428571428571,14,12,1.0262359380722044,0.3811733424663543
016182,Summer,Indoor,Day,True,1.305,True,True,0.9583333333333334,24,23,0.8209887146949768,0.41904632560908794
